"Name","Character","IsDefaultSkin","EnabledByCalendar","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","SWF","SWFTextureExportName","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","AbilityEffect","AbilityActivationEffect","AbilityHitEffect","SkinChangeEffect","ParticleEffect3D","AbilityEffect3D","GunBone","ShadowBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation","Environment","EnvironmentMenu","EnvironmentWardrobe","MakeCreator","ShadowScale","Tier","ThemeIcon","ThemeTID","ThemeYear","FeatureCustomModel","FeatureCustomTextures","FeatureCustomAnimations","FeatureCustomEffects","FeatureCustomSounds","FeatureCustomVoiceovers","FeatureCustomUnits","FeatureExtraAnimations","FeatureExtraEffects","FeatureExtraSounds","ShadowSWF","ShadowExportName","ShadowAlpha","OutlineSize","PortraitCameraPosition","PortraitCameraLookAt","PortraitCameraFov","PortraitCameraDefaultModelRotation","PortraitCameraArmyScreenFovAdd","PortraitCameraArmyScreenAltitudeChange","PortraitCameraInfoScreenFovAdd","PortraitCameraInfoScreenAltitudeChange","UseMenuPoseInPortrait","BloomStrength","BloomThreshold"
"RoyalChampion040","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"PetFennecDefault","Phase Fennec","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/fennec_default_geo.glb","sc3d/fennec_default_a.sctx","sc3d/fennec_default_n.sctx","sc3d/fennec_default_m.sctx",,,,"FennecDefault",,10000,225,225,,,"Barky Fennec Deploy",,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,60,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"RageJellyDefault","Angry Jelly","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/ragejelly_default_geo.glb","sc3d/ragejelly_default_a.sctx","sc3d/ragejelly_default_n.sctx","sc3d/ragejelly_default_m.sctx",,,,"RageJellyDefault",,10000,225,225,,,"RageJelly Deploy",,,,,,,,,,,,,,"rootPart2_s","hip_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,80,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","sc/buildings.sc","simple_shadow_small",127,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"BuilderApprenticeMenu",,"TRUE","FALSE","TID_APPRENTICEBUILDER_KING","image/skin_icons/bk_original.sctx","sc3d/apprenticebuilder_default_geo.glb","sc3d/apprenticebuilder_default_a.sctx","sc3d/apprenticebuilder_default_n.sctx","sc3d/apprenticebuilder_default_m.sctx",,,,"ApprenticeBuilderMenuSkin",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,65,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;650;0",30,55,7,-200,11,-200,"FALSE",20,100
"AnimeKing","Barbarian King","FALSE","FALSE","TID_ANIME_KING","image/skin_icons/bk_anime_dl_opt.sctx","sc3d/barbking_anime_geo_dl_opt.glb","sc3d/barbking_anime_a_dl_opt.sctx","sc3d/barbking_anime_n_dl_opt.sctx",,"sc3d/barbking_anime_e_dl_opt.sctx",,,"BarbarianKingAnimeSkin",,10000,225,225,,,"BarbKing_Anime_Deploy","Barbarian King Attack",,,,,"BarbKing_Anime_Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Anime","AnimeMenu","AnimeWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","sc/buildings.sc","skin_shadow_anime_game",0,25,"0;1500;4300","-200;1600;0",30,55,12,-400,19,200,"FALSE",0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc/buildings.sc","skin_shadow_anime",0,,,,,,,,,,,,
"TTRPGKin","Barbarian King","FALSE","FALSE","TID_TTRPG_KING","image/skin_icons/bk_ttrpg_2024_dl_opt.sctx","sc3d/barbking_ttrpg_geo_dl_opt.glb","sc3d/barbking_ttrpg_a_dl_opt.sctx","sc3d/barbking_ttrpg_n_dl_opt.sctx","sc3d/barbking_ttrpg_m_dl_opt.sctx",,,,"BarbarianKingTTRPGSkin",,10000,225,225,,,"BarbKing_TTRPG_Deploy","BarbKing_TTRPG_Atk_VFX",,,,,"BarbKing_TTRPG_Die","King Ability Effect",,,,,,,"axe_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","50;1600;0",30,55,16,-450,10,-450,"FALSE",20,100
"ClashoweenKing","Barbarian King","FALSE","FALSE","TID_CLASHOWEEN_KING","image/skin_icons/bk_clashoween24_dl_opt.sctx","sc3d/barbking_clashoween_geo_dl_opt.glb","sc3d/barbking_clashoween_a_dl_opt.sctx","sc3d/barbking_clashoween_n_dl_opt.sctx","sc3d/barbking_clashoween_m_dl_opt.sctx","sc3d/barbking_clashoween_e_dl_opt.sctx",,,"BarbarianKingClashoweenSkin",,10000,225,225,,,"BarbKing_Clashoween24_Deploy","BarbKing_Clashoween24_Atk_VFX",,,,,"BarbKing_Clashoween24_Die","King Ability Effect",,,,,,,"sword_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;4300","-100;1600;0",30,55,15,-450,25,250,"FALSE",20,100
"TH17King","Barbarian King","FALSE","FALSE","TID_TH17_KING","image/skin_icons/bk_judgement_dl_opt.sctx","sc3d/barbking_th17_geo_dl_opt.glb","sc3d/barbking_th17_a_dl_opt.sctx","sc3d/barbking_th17_n_dl_opt.sctx","sc3d/barbking_th17_m_dl_opt.sctx",,,,"BarbarianKingTH17Skin",,10000,225,225,,,"BarbKing_Judgement_Deploy","BarbKing_Judgement_Atk_VFX",,,,,"BarbKing_Judgement_Die","King Ability Effect",,,,,,,"horsestaff_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;4800","-100;1700;0",30,60,14,-550,19,300,"FALSE",20,100
"ClashmasKing","Barbarian King","FALSE","FALSE","TID_CLASHMAS_KING","image/skin_icons/bk_toy_dl_opt.sctx","sc3d/barbking_clashmas_geo_dl_opt.glb","sc3d/barbking_clashmas_a_dl_opt.sctx","sc3d/barbking_clashmas_n_dl_opt.sctx","sc3d/barbking_clashmas_m_dl_opt.sctx",,,,"BarbarianKingClashmasSkin",,10000,225,225,,,"BarbKing_Clashmas24_Deploy","Barbarian King Attack",,,,"Toy Barbarian King Hit","BarbKing_Clashmas24_Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","0;1500;0",30,55,15,-500,19,0,"FALSE",20,100
"FireKing","Barbarian King","FALSE","FALSE","TID_FIRE_KING","image/skin_icons/bk_fire_dl_opt.sctx","sc3d/barbking_fire_geo_dl_opt.glb","sc3d/barbking_fire_a_dl_opt.sctx","sc3d/barbking_fire_n_dl_opt.sctx","sc3d/barbking_fire_m_dl_opt.sctx","sc3d/barbking_fire_e_dl_opt.sctx",,,"BarbarianKingFireSkin",,10000,225,225,,,"BarbKing_Fire_Deploy","Barbarian King Attack",,,,"chf_bk_fireskin_Hit","BarbKing_Fire_Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;4600","-50;1850;0",30,65,15,-500,27,200,"FALSE",80,80
"LNY25King","Barbarian King","FALSE","FALSE","TID_LNY25_KING","image/skin_icons/bk_lny25_dl_opt.sctx","sc3d/barbking_lny25_geo_dl_opt.glb","sc3d/barbking_lny25_a_dl_opt.sctx","sc3d/barbking_lny25_n_dl_opt.sctx","sc3d/barbking_lny25_m_dl_opt.sctx","sc3d/barbking_lny25_e_dl_opt.sctx",,,"BarbarianKingLny2025Skin",,10000,225,225,,,"BarbarianKing LNY2025 Deploy",,,,,"BarbarianKing LNY2025 Hit","BK_LNY2025_Die","King Ability Effect",,,,,,,"R_wrist_s",,,,,"BarbarianLny2025","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-50;1550;0",30,35,15,-350,32,250,"FALSE",20,100
"MilitaryKing","Barbarian King","FALSE","FALSE","TID_MILITARY_KING","image/skin_icons/bk_action_dl_opt.sctx","sc3d/barbking_military_geo_dl_opt.glb","sc3d/barbking_military_a_dl_opt.sctx","sc3d/barbking_military_n_dl_opt.sctx","sc3d/barbking_military_m_dl_opt.sctx",,,,"BarbarianKingMilitarySkin",,10000,225,225,,,"ps_chr_bk_MilitarySkin_Deploy",,,,,"ps_bk_MilitarySkin_Hit","ps_chr_bk_MilitarySkin_Die","King Ability Effect",,,,,,,"R_wrist_s",,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;4500","0;1400;0",30,55,16,-400,23,500,"FALSE",20,100
"April25King","Barbarian King","FALSE","FALSE","TID_APRIL25_KING","image/skin_icons/bk_april25_dl_opt.sctx","sc3d/barbking_april25_geo_dl_opt.glb","sc3d/barbking_april25_a_dl_opt.sctx","sc3d/barbking_april25_n_dl_opt.sctx","sc3d/barbking_april25_m_dl_opt.sctx",,,,"BarbarianKingApril25Skin",,10000,225,225,,,"ps_bk_april25skin_Deploy",,,,,"ps_bk_april25skin_Hit","BarbKing_April25_Die","King Ability Effect",,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;2450;4500","-50;1700;0",30,55,11,-350,18,200,"FALSE",20,100
"BarbarianKing051","Barbarian King","FALSE","FALSE","TID_JAPAN_KING","image/skin_icons/bk_japan25_dl_opt.sctx","sc3d/barbking_japan_geo_dl_opt.glb","sc3d/barbking_japan_a_dl_opt.sctx","sc3d/barbking_japan_n_dl_opt.sctx","sc3d/barbking_japan_m_dl_opt.sctx","sc3d/barbking_japan_e_dl_opt.sctx",,,"BarbarianKingJapanSkin",,10000,225,225,,,"ps_bk_japan25skin_Deploy",,,,,"ps_bk_japan25skin_hit","BarbKing_Japan25_Die","King Ability Effect",,,,,,,"L_wrist_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;4500","-50;2100;100",30,55,7,-200,25,-100,"FALSE",80,80
"BarbarianKing052","Barbarian King","FALSE","FALSE","TID_DARKDAYS_KING","image/skin_icons/bk_darkdays_dl_opt.sctx","sc3d/barbking_darkdays_geo_dl_opt.glb","sc3d/barbking_darkdays_a_dl_opt.sctx","sc3d/barbking_darkdays_n_dl_opt.sctx","sc3d/barbking_darkdays_m_dl_opt.sctx",,,,"BarbarianKingDarkdaysSkin",,10000,225,225,,,"vfx_bk_darkdaysskin_Deploy","Barbarian King Attack",,,,"vfx_bk_darkdaysskin_Hit","BarbKing_DarkDays_Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,90
"BarbarianKing053","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,23,300,"FALSE",0,0
"BarbarianKing054","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BarbarianKing055","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BarbarianKing056","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BarbarianKing057","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BarbarianKing058","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BarbarianKing059","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BarbarianKing060","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ClashmasQueen","Archer Queen","FALSE","FALSE","TID_CLASHMAS_QUEEN","image/skin_icons/aq_toy_dl_opt.sctx","sc3d/archerqueen_clashmas_geo_dl_opt.glb","sc3d/archerqueen_clashmas_a_dl_opt.sctx","sc3d/archerqueen_clashmas_n_dl_opt.sctx","sc3d/archerqueen_clashmas_m_dl_opt.sctx",,,,"ArcherQueenClashmasSkin",,10000,225,225,,,"ArcherQueen_Clashmas24_Deploy","ArcherQueen Attack",,,,,"ArcherQueen_Clashmas24_Die","Queen Ability Effect",,,,,,,"rocket_s","hips_s","ArcherQueen Toy arrow","ArcherQueen Toy arrow rage","ArcherQueen Toy arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,10,-400,18,-200,"FALSE",20,100
"FireQueen","Archer Queen","FALSE","FALSE","TID_FIRE_QUEEN","image/skin_icons/aq_fire_dl_opt.sctx","sc3d/archerqueen_fire_geo_dl_opt.glb","sc3d/archerqueen_fire_a_dl_opt.sctx","sc3d/archerqueen_fire_n_dl_opt.sctx","sc3d/archerqueen_fire_m_dl_opt.sctx","sc3d/archerqueen_fire_e_dl_opt.sctx","sc/hero_aq_firetexture_dl_opt.sc","vfx_chr_aqfire_hair","ArcherQueenFireSkin",,10000,225,225,,,"ArcherQueen_Fire_Deploy","ArcherQueen Attack",,,,"chf_aq_fireskin_Hit","ArcherQueen_Fire_Die","Queen Ability Effect",,,,,,,"spear_s","hips_s","ArcherQueenFire_Arrow","ArcherQueenFire_Arrow","ArcherQueenFire_Arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;4600","0;1250;0",30,35,10,-400,18,350,"FALSE",20,100
"LNY25Queen","Archer Queen","FALSE","FALSE","TID_LNY25_QUEEN","image/skin_icons/aq_lny25_dl_opt.sctx","sc3d/archerqueen_lny25_geo_dl_opt.glb","sc3d/archerqueen_lny25_a_dl_opt.sctx","sc3d/archerqueen_lny25_n_dl_opt.sctx","sc3d/archerqueen_lny25_m_dl_opt.sctx","sc3d/archerqueen_lny25_e_dl_opt.sctx",,,"ArcherQueenLny2025Skin",,10000,225,225,,,"ArcherQueen LNY2025 Deploy",,,,,"ArcherQueen LNY2025 Hit","ArcherQueen_LNY2025_Die",,,,,,,,"Wrist_L",,"ArcherQueen LNY2025 arrow","ArcherQueen LNY2025 arrow rage",,"ArcherQueenLny2025","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,10,-400,19,250,"FALSE",20,100
"MilitaryQueen","Archer Queen","FALSE","FALSE","TID_MILITARY_QUEEN","image/skin_icons/aq_action_dl_opt.sctx","sc3d/archerqueen_military_geo_dl_opt.glb","sc3d/archerqueen_military_a_dl_opt.sctx","sc3d/archerqueen_military_n_dl_opt.sctx","sc3d/archerqueen_military_m_dl_opt.sctx",,,,"ArcherQueenMilitarySkin",,10000,225,225,,,"ps_aq_militaryskin_Deploy",,,,,"ps_aq_militaryskin_Hit","ArcherQueen_Action_Heroes_Die",,,,,,,,"arrow_s","hips_s","ps_aq_militaryskin_arrow","ps_aq_militaryskin_arrow_rage",,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","40;1000;0",30,50,12,-200,19,450,"FALSE",20,100
"April25Queen","Archer Queen","FALSE","FALSE","TID_APRIL25_QUEEN","image/skin_icons/aq_april25_dl_opt.sctx","sc3d/archerqueen_april25_geo_dl_opt.glb","sc3d/archerqueen_april25_a_dl_opt.sctx","sc3d/archerqueen_april25_n_dl_opt.sctx","sc3d/archerqueen_april25_m_dl_opt.sctx",,,,"ArcherQueenApril25Skin",,10000,225,225,,,"aq_april25skin_Deploy",,,,,"aq_april25skin_Hit","ArcherQueen_April25_Die",,,,,,,,,,"ArcherQueenApril25_Arrow","ArcherQueenApril25_Arrow","ArcherQueenApril25_Arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","50;1600;0",30,55,10,-350,25,600,"FALSE",20,100
"ArcherQueen046","Archer Queen","FALSE","FALSE","TID_JAPAN_QUEEN","image/skin_icons/aq_japan25_dl_opt.sctx","sc3d/archerqueen_japan_geo_dl_opt.glb","sc3d/archerqueen_japan_a_dl_opt.sctx","sc3d/archerqueen_japan_n_dl_opt.sctx","sc3d/archerqueen_japan_m_dl_opt.sctx",,,,"ArcherQueenJapanSkin",,10000,225,225,,,"aq_japan25skin_Deploy","aq_japan25skin_Attack",,,,"aq_japan25skin_Hit","ArcherQueen_Japan25_Die","Queen Ability Effect",,,,,,,,"hips_s","ps_aq_japan25skin_Arrow","ps_aq_japan25skin_Arrow_Rage","ps_aq_japan25skin_Arrow_Rage",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,27,350,"FALSE",30,80
"ArcherQueen047","Archer Queen","FALSE","FALSE","TID_DARKDAYS_QUEEN","image/skin_icons/aq_darkdays_dl_opt.sctx","sc3d/archerqueen_darkdays_geo_dl_opt.glb","sc3d/archerqueen_darkdays_a_dl_opt.sctx","sc3d/archerqueen_darkdays_n_dl_opt.sctx","sc3d/archerqueen_darkdays_m_dl_opt.sctx",,,,"ArcherQueenDarkdaysSkin",,10000,225,225,,,"aq_darkdaysskin_deploy",,,,,"aq_darkdaysskin_hit","ArcherQueen_DarkDays_Die","Queen Ability Effect",,,,,,,"barrel_s","hips_s","ps_aq_darkdaysskin_Arrow",,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","-300;1600;0",30,55,7,-200,11,-200,"FALSE",30,80
"ArcherQueen048","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,29,300,"FALSE",0,0
"ArcherQueen049","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ArcherQueen050","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ArcherQueen051","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ArcherQueen052","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ArcherQueen053","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ArcherQueen054","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ArcherQueen055","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ArcherQueen056","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ArcherQueen057","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ArcherQueen058","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ArcherQueen059","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"ArcherQueen060","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
